query,name,site,subtypes,category,phone,full_address,city,rating,reviews_link,photos_count,photo,about,description,place_id,email_1,email_1_full_name,email_1_title,email_2,email_2_full_name,email_2_title,email_3,email_3_full_name,email_3_title,phone_1,phone_2,phone_3,facebook,instagram,linkedin,twitter,website_title,website_description,website_keywords
"Outdoor wedding venues with lodge, 95476, California, USA",The General's Daughter,https://thegeneralsdaughter.com/,Event venue,Event venue,+1 833-365-5822,"400 W Spain St, Sonoma, CA 95476",Sonoma,4.6,"https://search.google.com/local/reviews?placeid=ChIJ19tgIxmshYAR_LFdYFHCuJ8&q=Outdoor+wedding+venues+with+lodge,+95476,+California,+USA&authuser=0&hl=en&gl=US",74.0,https://lh5.googleusercontent.com/p/AF1QipNe9DKbTR9Zpt9G4AwdHIJUa87zrwtKRlow06Ig=w800-h500-k-no,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true, ""Assistive hearing loop"": false}}",,ChIJ19tgIxmshYAR_LFdYFHCuJ8,ndishman@thegeneralsdaughter.com,Nichole Dishman,Chief Executive Officer - Chief Executive Officer,,,,,,,,,,,,,,,,
"Mountain lodges with event space, 94019, California, USA",Mavericks House,http://www.maverickshouse.com/,"Event venue, Wedding venue",Event venue,+1 650-728-3528,"107 Broadway, Half Moon Bay, CA 94019",Half Moon Bay,4.5,"https://search.google.com/local/reviews?placeid=ChIJ-6ij5Mlzj4ARSp1yeNd_ZKg&q=Mountain+lodges+with+event+space,+94019,+California,+USA&authuser=0&hl=en&gl=US",502.0,https://lh5.googleusercontent.com/p/AF1QipNfZwVlsdLpLoe04dhKTntzJ3CNNduUeUqmJyQ3=w800-h500-k-no,"{""From the business"": {""Identifies as women-owned"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Other"": {""Identifies as women-owned"": true}}",,ChIJ-6ij5Mlzj4ARSp1yeNd_ZKg,maverickshouse@hmbbrewingco.com,,,marketing@hmbbrewingco.com,,,,,,16507282739,16507283528,6507283528,https://www.facebook.com/Mavericks-Event-Center-293815950653156/,https://www.instagram.com/mavericks_house,,,Mavericks House,"Mavericks House is a stunning waterfront wedding venue, meeting space and
event space near San Francisco with majestic views of the Pacific.",
"Outdoor wedding venues with lodge, 94803, California, USA",VV LUXE Events,http://www.vvluxe.com/,Event venue,Event venue,+1 510-255-0120,"3698 San Pablo Dam Rd, El Sobrante, CA 94803",El Sobrante,4.9,"https://search.google.com/local/reviews?placeid=ChIJW7iTEjZ3hYARvKvkZ3vzOH4&q=Outdoor+wedding+venues+with+lodge,+94803,+California,+USA&authuser=0&hl=en&gl=US",69.0,https://lh5.googleusercontent.com/p/AF1QipNZBia3TUqQjWMcDdrCWFXQpdwKjLaYlFQZTOfp=w800-h500-k-no,"{""From the business"": {""Identifies as women-owned"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Amenities"": {""Gender-neutral restroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Payments"": {""Debit cards"": true, ""NFC mobile payments"": true, ""Credit cards"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",,ChIJW7iTEjZ3hYARvKvkZ3vzOH4,info@vvluxe.com,,,,,,,,,,,,,,,,HOME | VV LUXE EVENTS,,
"Outdoor wedding venues with lodge, 94507, California, USA",The Garden,http://thegardenwc.com/,Event venue,Event venue,,"1719 Bonanza St, Walnut Creek, CA 94596",Walnut Creek,4.7,"https://search.google.com/local/reviews?placeid=ChIJaR-pfCJhhYARqZS1WLP4OQo&q=Outdoor+wedding+venues+with+lodge,+94507,+California,+USA&authuser=0&hl=en&gl=US",63.0,https://lh5.googleusercontent.com/p/AF1QipNDf75psW6hQD5FuCyyP-a4LenkoXLXn8M1eFlq=w800-h500-k-no,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Payments"": {""Debit cards"": true, ""NFC mobile payments"": true, ""Credit cards"": true}}",,ChIJaR-pfCJhhYARqZS1WLP4OQo,events@thegardenwc.com,,,,,,,,,,,,,,,,,,
"Mountain lodges with event space, 94941, California, USA",Log Cabin at the Presidio,https://www.wedgewoodweddings.com/logcabin?utm_campaign=gmb,"Event venue, Conference center, Event planner, Wedding planner, Wedding service, Wedding venue",Event venue,+1 415-639-4485,"1299 Storey Ave, San Francisco, CA 94129",San Francisco,4.6,"https://search.google.com/local/reviews?placeid=ChIJ_eeYl-iGhYARAMUKVNktfjg&q=Mountain+lodges+with+event+space,+94941,+California,+USA&authuser=0&hl=en&gl=US",185.0,https://lh5.googleusercontent.com/p/AF1QipNX2X1gjP3MKTVRPX1ZkhzgYaiSm-Phy0zFQ2DG=w800-h500-k-no,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",,ChIJ_eeYl-iGhYARAMUKVNktfjg,juliah@wedgewoodweddings.com,Julia Henning,,ocotillogm@wedgewoodweddings.com,,,ocotilloevents@wedgewoodweddings.com,,,8669663009,8669663009,8556557482,https://www.facebook.com/wedgewoodweddings/,https://www.instagram.com/wedgewoodweddings,https://www.linkedin.com/company/wedgewood-weddings,https://platform.twitter.com/widgets,Welcome to Wedgewood Weddings - A Remarkable Approach to Romantic Weddings,"Choose Wedgewood Weddings! Each year, thousands of couples trust our team to create a unique and fun wedding that matches their vision. Weddings are one of the most important days in anyone's life - we'll support all your needs and create a wonderful occasion at one of our stunning venues...",
"Outdoor wedding venues with lodge, 95066, California, USA",Bret Harte Hall,https://www.roaringcamp.com/meetings,Event venue,Event venue,+1 831-335-4484,"5401 Graham Hill Rd, Felton, CA 95018",Felton,4.6,"https://search.google.com/local/reviews?placeid=ChIJh2oa-eBHjoARZNeMRpa-Hdw&q=Outdoor+wedding+venues+with+lodge,+95066,+California,+USA&authuser=0&hl=en&gl=US",37.0,https://lh5.googleusercontent.com/p/AF1QipOEvR9dvOiubX2HhSBA31ZHHSgPiH8WgXbtjWvb=w800-h500-k-no,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",,ChIJh2oa-eBHjoARZNeMRpa-Hdw,georgiana@roaringcamp.com,Georgiana Clark,Chief Executive Officer,joanne@roaringcamp.com,Joanne Hirasaki,Director Of Sales And Marketing,cary@roaringcamp.com,cary truelick,President,+1 831-335-4484,18313354484,,https://www.facebook.com/roaringcamp/,https://www.instagram.com/roaringcamp,http://linkedin.com/company/roaring-camp-railroads,https://twitter.com/roaringcamp,Home - Roaring Camp Railroads,"Explore the ancient coastal redwoods aboard Roaring Camp's authentically preserved trains, the Redwood Forest Steam Train and the Santa Cruz Beach Train.",
"Outdoor wedding venues with lodge, 94937, California, USA",The Secret Gardens,https://www.bodegabaysecretgardens.com/,Event venue,Event venue,+1 406-581-4814,"Eastshore Rd &, Bay Flat Rd, Bodega Bay, CA 94923",Bodega Bay,4.8,"https://search.google.com/local/reviews?placeid=ChIJi0xzJtknhIAR1Scl5VBIb4g&q=Outdoor+wedding+venues+with+lodge,+94937,+California,+USA&authuser=0&hl=en&gl=US",263.0,https://lh5.googleusercontent.com/p/AF1QipNqQz2aUROOGHJ-yp-MxtgwPHdCR7ucRNULlV6u=w800-h500-k-no,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",,ChIJi0xzJtknhIAR1Scl5VBIb4g,bodegabaysecretgardens@gmail.com,,,,,,,,,,,,,,,,,,
"Mountain lodges with event space, 95442, California, USA",Black Oak Mountain Vineyards,https://blackoak.cool/,"Event venue, Wedding venue",Event venue,+1 530-802-0062,"2480 CA-193, Cool, CA 95614",Cool,4.8,"https://search.google.com/local/reviews?placeid=ChIJB6WDoMgHm4ARIv5BPZSZgkk&q=Mountain+lodges+with+event+space,+95442,+California,+USA&authuser=0&hl=en&gl=US",468.0,https://lh5.googleusercontent.com/p/AF1QipNRqALqdbBzMyEqWkBYX-hvqLR8SfFjm73uebNB=w800-h500-k-no,"{""From the business"": {""Identifies as women-owned"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Payments"": {""Debit cards"": true, ""Credit cards"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",,ChIJB6WDoMgHm4ARIv5BPZSZgkk,blackoakmountainvineyards@gmail.com,,,,,,,,,+1 530-802-0062,,,https://www.facebook.com/blackoakmountainvineyards,https://www.instagram.com/blackoakmountainvineyards,,,Black Oak Mountain Vineyards,,
"Outdoor wedding venues with lodge, 94507, California, USA",La Grande Estates – Weddings & Fine Events Venue,https://www.lagrandeweddings.com/,"Wedding venue, Event venue",Event venue,+1 925-435-7334,"1799 Carpenter Rd, Oakley, CA 94561",Oakley,4.7,"https://search.google.com/local/reviews?placeid=ChIJy69SP6_4j4ARcKG3wvrtrDE&q=Outdoor+wedding+venues+with+lodge,+94507,+California,+USA&authuser=0&hl=en&gl=US",622.0,https://lh5.googleusercontent.com/p/AF1QipNMiheTvapIKnc5Sajx42ycLotto970b1jk6Qfw=w800-h500-k-no,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",,ChIJy69SP6_4j4ARcKG3wvrtrDE,info@lagrandeweddings.com,,,,,,,,,,,,,,,,"La Grande Weddings | Oakley, CA | East Bay Area | Wedding Venue |","La Grande Weddings and Event Center located in Oakley, CA is the Bay Area's premier venue. A perfect place to exchange vows and host a variety of events. Set on majestic ten acres of vinyards, it’s a beautiful backdrop for outdoor ceremonies, with a European ambiance.","And, they, all, lived, happily, ever, after"
"Outdoor wedding venues with lodge, 94022, California, USA",Living Well USA,http://livingwelleventcenter.com/,"Wedding venue, Wedding service, Event venue",Event venue,+1 408-891-3553,"22975 Santa Cruz Hwy, Los Gatos, CA 95033",Los Gatos,5.0,"https://search.google.com/local/reviews?placeid=ChIJs4_JDIQ5joAR5R__LXPj1-0&q=Outdoor+wedding+venues+with+lodge,+94022,+California,+USA&authuser=0&hl=en&gl=US",88.0,https://lh5.googleusercontent.com/p/AF1QipNU7m1-y9__bz6v8whSgt7ZM0tAGgvrqVeLHsED=w800-h500-k-no,"{""From the business"": {""Identifies as women-owned"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Amenities"": {""Gender-neutral restroom"": true}, ""Payments"": {""Debit cards"": true}, ""Other"": {""Identifies as women-owned"": true}}",,ChIJs4_JDIQ5joAR5R__LXPj1-0,info@livingwelleventcenter.com,,,,,,,,,,,,https://www.facebook.com/LivingWellIUSALLC,https://www.instagram.com/livingwellca,,,Living Well Event Center Home - Living Well Event Center,,
"Outdoor wedding venues with lodge, 94558, California, USA",NapaRio,http://www.napario.com/,"Event venue, Wedding service",Event venue,+1 415-632-8880,"943 Water St, Napa, CA 94559",Napa,4.6,"https://search.google.com/local/reviews?placeid=ChIJUd-JiA4HhYARTPiUUuGIN2Y&q=Outdoor+wedding+venues+with+lodge,+94558,+California,+USA&authuser=0&hl=en&gl=US",151.0,https://lh5.googleusercontent.com/p/AF1QipOH2J7cNe4lPbqNknd6zdf6iRS4-a6128UEft0F=w800-h500-k-no,"{""From the business"": {""Identifies as women-owned"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Amenities"": {""Gender-neutral restroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Payments"": {""Debit cards"": true, ""Credit cards"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",,ChIJUd-JiA4HhYARTPiUUuGIN2Y,events.napario@gmail.com,,,,,,,,,,,,https://www.facebook.com/iamnapario,https://www.instagram.com/napario.lifestyle,,,Napario,"https://www.youtube.com/watch?v=4cZwQApqjy0 Welcome to Napario NAPARIO offers you a memorable, one of a kind experience along the Napa River. With several businesses under one roof, you can stroll through our home and garden area while sipping wine or coffee. Feeling hungry? Grab a bite from our unique array of food options then find one of our seats by […]",
"Mountain lodges with event space, 94512, California, USA",The Lighthouse at Glen Cove Marina,http://www.thelighthousegcm.com/,Event venue,Event venue,+1 707-704-9014,"2000 Glen Cove Marina Rd, Vallejo, CA 94591",Vallejo,4.5,"https://search.google.com/local/reviews?placeid=ChIJwQcSUClyhYARAu1vzlS3WIs&q=Mountain+lodges+with+event+space,+94512,+California,+USA&authuser=0&hl=en&gl=US",222.0,https://lh5.googleusercontent.com/p/AF1QipMorBOZPL1gS5RrydQLQYHHDm07D9unebLlevAu=w800-h500-k-no,"{""From the business"": {""Identifies as women-owned"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",,ChIJwQcSUClyhYARAu1vzlS3WIs,mdrekowmasa@gmail.com,Mariedanielle Masa,General Manager,thelighthousegcm@gmail.com,,,lighthousegcmjobs@gmail.com,,,17077049014,,,http://www.facebook.com/lighthousegcm,http://instagram.com/lighthousegcm,,,The Lighthouse at Glen Cove Marina | Bay Area Waterfront Event Venue,"The Lighthouse at Glen Cove Marina, located in Solano County, California,
is the Bay Area's premier waterfront wedding and event venue. Contact us
today!",
"Mountain lodges with event space, 94512, California, USA",Suisun Valley Inn At Monroe Ranch,http://www.suisunvalleyinn.com/,"Event venue, Inn",Event venue,+1 707-864-3153,"4400 Suisun Valley Rd, Fairfield, CA 94534",Fairfield,4.9,"https://search.google.com/local/reviews?placeid=ChIJa2gSIm4RhYARA14Mf_RRE78&q=Mountain+lodges+with+event+space,+94512,+California,+USA&authuser=0&hl=en&gl=US",40.0,https://lh5.googleusercontent.com/p/AF1QipNhWxp8Syo16AZo6LZmjsXflCrTd1jAp96L8W3a=w800-h500-k-no,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Payments"": {""Debit cards"": true, ""NFC mobile payments"": true, ""Credit cards"": true}}",,ChIJa2gSIm4RhYARA14Mf_RRE78,info@suisunvalleyinn.com,,,woody@woodyswinetours.com,,,tracey@winecountrylimos.com,,,+1 707-864-3153,,,https://www.facebook.com/suisunvalleyinn/,,,,Suisun Valley Inn - Home,"The Suisun Valley Inn is an intimate retreat at the historic 27-acre Monroe Ranch in the heart of Suisun Valley, just east of Napa. The Suisun Valley Inn is the ideal location to stay while enjoying the area wineries, farms and attractions.",
"Outdoor wedding venues with lodge, 95066, California, USA",Gilroy Lodge on the Hill,http://gilroylodgeonthehill.com/,Event venue,Event venue,+1 408-842-9397,"2765 Hecker Pass Hwy, Gilroy, CA 95020",Gilroy,4.5,"https://search.google.com/local/reviews?placeid=ChIJDb3riAHikYARlCNX-B0JwQ0&q=Outdoor+wedding+venues+with+lodge,+95066,+California,+USA&authuser=0&hl=en&gl=US",137.0,https://lh5.googleusercontent.com/p/AF1QipNQFotty8sBIRxch-T6bC5z9njK4zLQFNqF-qI=w800-h500-k-no,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Payments"": {""Debit cards"": true, ""NFC mobile payments"": true, ""Credit cards"": true}}",,ChIJDb3riAHikYARlCNX-B0JwQ0,gloth@garlic.com,,,,,,,,,,,,,,,,Gilroy Lodge On The Hill,,
"Mountain lodges with event space, 95060, California, USA",The Hollins House Weddings & Events,http://www.thehollinshouse.com/,"Event venue, Wedding venue",Event venue,+1 831-459-9177,"20 Clubhouse Rd, Santa Cruz, CA 95060",Santa Cruz,4.7,"https://search.google.com/local/reviews?placeid=ChIJl6VeL1pAjoARa5WhH3nxy1w&q=Mountain+lodges+with+event+space,+95060,+California,+USA&authuser=0&hl=en&gl=US",237.0,https://lh5.googleusercontent.com/p/AF1QipMzpDmwrfmXK31iHFmMtosb20BI0XEnq3rQKHi_=w800-h500-k-no,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",Spacious room offers golf course views plus a variety of fine American eats under soaring ceilings.,ChIJl6VeL1pAjoARa5WhH3nxy1w,hrocha@pasatiempo.com,,,hhmgr@pasatiempo.com,,,events@pasatiempo.com,,,+1 831-459-9177,8314599182,,https://www.facebook.com/HollinsHouse,https://www.instagram.com/thehollinshouse,,,The Hollins House | Restaurant and wedding venue in Santa Cruz with breathtaking views of Monterey Bay,Looking for a breathtakingly beautiful event & wedding venue in Santa Cruz? Contact The Hollins House at 831-459-9182 today to learn more.,
"Outdoor wedding venues with lodge, 94956, California, USA",Weddings & Events at Pronzini Ranch,https://www.pronzinifarms.com/events/,Event venue,Event venue,+1 707-888-9550,"3795 Adobe Rd Building A, Petaluma, CA 94954",Petaluma,5.0,"https://search.google.com/local/reviews?placeid=ChIJD50Je2-xhYARxSLeiUieqRM&q=Outdoor+wedding+venues+with+lodge,+94956,+California,+USA&authuser=0&hl=en&gl=US",17.0,https://lh5.googleusercontent.com/p/AF1QipPZCJAPdKx4rycpcPBF7b0ZFMOITF5HgxiRNLhn=w800-h500-k-no,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",,ChIJD50Je2-xhYARxSLeiUieqRM,jpronzini@aol.com,,,nobles4u@comcast.net,,,lindsey5353@gmail.com,,,17073218654,,,https://www.facebook.com/pronzini.farms,https://www.instagram.com/pronzinifarms,,http://www.twitter.com/pronzinifarms,Pronzini Farms,Pronzini Christmas Tree Farms & Pumpkin Patch. Since 1963.,
"Outdoor wedding venues with lodge, 94965, California, USA",Golden Gate Club,https://www.wedgewoodweddings.com/venues/northern-california/golden-gate-club?utm_campaign=gmb,"Wedding venue, Auditorium, Conference center, Wedding planner, Wedding service, Event venue",Event venue,+1 415-707-5660,"135 Fisher Loop, San Francisco, CA 94129",San Francisco,4.6,"https://search.google.com/local/reviews?placeid=ChIJJ3GBHNmGhYAR6o66JhtG_38&q=Outdoor+wedding+venues+with+lodge,+94965,+California,+USA&authuser=0&hl=en&gl=US",813.0,https://lh5.googleusercontent.com/p/AF1QipPQnndENHVWooUsqrzZLyytKUKt7EM8X67huUKR=w800-h500-k-no,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",,ChIJJ3GBHNmGhYAR6o66JhtG_38,juliah@wedgewoodweddings.com,Julia Henning,,ocotillogm@wedgewoodweddings.com,,,ocotilloevents@wedgewoodweddings.com,,,8669663009,8669663009,8556557482,https://www.facebook.com/wedgewoodweddings/,https://www.instagram.com/wedgewoodweddings,https://www.linkedin.com/company/wedgewood-weddings,https://platform.twitter.com/widgets,Welcome to Wedgewood Weddings - A Remarkable Approach to Romantic Weddings,"Choose Wedgewood Weddings! Each year, thousands of couples trust our team to create a unique and fun wedding that matches their vision. Weddings are one of the most important days in anyone's life - we'll support all your needs and create a wonderful occasion at one of our stunning venues...",
"Outdoor wedding venues with lodge, 94022, California, USA",Shoreline Lake Events,https://shorelinelake.com/catering-events.html,"Event venue, Corporate entertainment service, Event management company",Event venue,+1 650-965-3779,"3160 N Shoreline Blvd, Mountain View, CA 94043",Mountain View,4.7,"https://search.google.com/local/reviews?placeid=ChIJoTYXIyK6j4ARXJNLdHVtPaY&q=Outdoor+wedding+venues+with+lodge,+94022,+California,+USA&authuser=0&hl=en&gl=US",9779.0,https://lh5.googleusercontent.com/p/AF1QipOd_kgHSzl8JD_VR1DGRlHuTkrGP3sRA8CVFQoH=w800-h500-k-no,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Children"": {""Good for kids birthday"": true}}","Park with a golf course, a lake with boat rentals, walking/biking trails & a Victorian house museum.",ChIJoTYXIyK6j4ARXJNLdHVtPaY,boathouse@shorelinelake.com,Christina Ferry,Manager,mary@shorelinelake.com,mary mcdowell,President,terry@shorelinelake.com,terry friedman,Principal,+1 650-965-7474,16509651745,16509657474,https://www.facebook.com/ShorelineParkLake/,http://instagram.com/shorelinelake,,,Shoreline Lake,,
